region_id,name,kind,type,year,quarter,download_mbps,upload_mbps,latency_ms,tile_median_download_mbps,tests,devices,tiles
D-goranboy,Goranboy,district,fixed,2025,3,164.863,161.415,15.59,162.598,2107.0,675.0,294
D-goychay,Goychay,district,fixed,2025,3,167.446,160.371,7.37,174.02,1415.0,519.0,235
D-goygol,Goygol,district,fixed,2025,3,158.558,140.202,19.7,125.711,3101.0,1158.0,367
D-hajigabul,Hajigabul,district,fixed,2025,3,162.738,155.58,7.87,170.075,1704.0,567.0,187
D-imishli,Imishli,district,fixed,2025,3,173.43,154.983,8.52,166.868,1374.0,496.0,223
D-ismailli,Ismailli,district,fixed,2025,3,155.827,126.315,8.99,121.996,1125.0,521.0,280
D-jabrayil,Jabrayil,district,fixed,2025,3,185.566,150.375,9.0,137.314,7.0,7.0,5
D-jalilabad,Jalilabad,district,fixed,2025,3,168.247,155.115,7.92,170.192,1487.0,560.0,293
D-julfa,Julfa,district,fixed,2025,3,11.418,12.251,8.73,9.179,26.0,13.0,6
D-kalbajar,Kalbajar,district,fixed,2025,3,74.745,34.2,94.31,38.752,39.0,13.0,10
D-kangarli,Kangarli,district,fixed,2025,3,26.887,10.69,34.82,13.619,39.0,20.0,17
D-khachmaz,Khachmaz,district,fixed,2025,3,124.487,118.94,10.75,98.002,3361.0,1359.0,528
D-khizi,Khizi,district,fixed,2025,3,171.546,176.503,11.54,197.438,596.0,237.0,129
D-khojaly,Khojaly,district,fixed,2025,3,185.715,171.991,10.98,148.645,211.0,102.0,43
D-kurdamir,Kurdamir,district,fixed,2025,3,181.334,146.951,8.73,178.821,932.0,368.0,187
D-lachin,Lachin,district,fixed,2025,3,120.197,116.724,12.0,79.811,60.0,32.0,11
D-lankaran,Lankaran,district,fixed,2025,3,176.906,163.737,8.79,167.49,2865.0,1187.0,509
D-lerik,Lerik,district,fixed,2025,3,165.324,159.581,10.66,171.323,998.0,267.0,176
D-masally,Masally,district,fixed,2025,3,201.546,162.855,8.26,203.86,3436.0,1394.0,582
D-neftchala,Neftchala,district,fixed,2025,3,221.453,203.172,7.6,244.914,1531.0,717.0,315
D-oghuz,Oghuz,district,fixed,2025,3,171.996,157.176,8.48,212.958,1098.0,372.0,215
D-ordubad,Ordubad,district,fixed,2025,3,7.854,9.309,27.25,6.165,8.0,8.0,5
D-qabala,Qabala,district,fixed,2025,3,120.212,107.851,9.24,92.174,1773.0,836.0,324
D-qakh,Qakh,district,fixed,2025,3,169.171,163.346,9.74,160.67,587.0,244.0,137
D-qazakh,Qazakh,district,fixed,2025,3,158.931,147.897,10.69,160.258,626.0,267.0,160
D-quba,Quba,district,fixed,2025,3,156.98,139.482,8.44,119.047,3127.0,1207.0,517
D-qubadli,Qubadli,district,fixed,2025,3,17.962,39.467,31.0,17.962,5.0,1.0,1
D-qusar,Qusar,district,fixed,2025,3,147.079,130.418,7.99,106.887,1683.0,772.0,351
D-saatly,Saatly,district,fixed,2025,3,175.051,157.333,8.43,194.385,1304.0,442.0,269
D-sabirabad,Sabirabad,district,fixed,2025,3,151.09,133.191,9.61,148.957,1108.0,452.0,281
D-salyan,Salyan,district,fixed,2025,3,209.047,182.086,6.77,221.934,1405.0,618.0,324
D-samukh,Samukh,district,fixed,2025,3,184.881,173.023,9.1,172.869,1148.0,404.0,203
D-shabran,Shabran,district,fixed,2025,3,126.398,121.967,8.24,97.952,589.0,246.0,134
D-shahbuz,Shahbuz,district,fixed,2025,3,14.155,14.743,4.14,14.058,7.0,5.0,4
D-shaki,Shaki,district,fixed,2025,3,96.383,92.861,11.44,136.602,1849.0,387.0,255
D-shamakhi,Shamakhi,district,fixed,2025,3,142.473,144.181,6.45,144.992,1457.0,457.0,208
D-shamkir,Shamkir,district,fixed,2025,3,163.887,143.824,13.14,145.08,2408.0,1114.0,544
D-sharur,Sharur,district,fixed,2025,3,18.547,20.627,7.19,15.736,21.0,14.0,7
D-siazan,Siazan,district,fixed,2025,3,162.665,134.628,7.1,174.703,1206.0,185.0,73
D-tartar,Tartar,district,fixed,2025,3,178.97,184.15,9.71,199.296,1168.0,466.0,222
D-tovuz,Tovuz,district,fixed,2025,3,195.779,170.813,11.2,192.24,1820.0,802.0,413
D-ujar,Ujar,district,fixed,2025,3,157.489,146.898,8.14,91.529,356.0,180.0,119
D-yardymli,Yardymli,district,fixed,2025,3,182.149,157.163,9.92,235.327,732.0,264.0,167
D-yevlakh,Yevlakh,district,fixed,2025,3,132.675,136.156,9.07,93.95,674.0,266.0,150
D-zangilan,Zangilan,district,fixed,2025,3,50.02,41.396,43.5,27.526,26.0,16.0,10
D-zaqatala,Zaqatala,district,fixed,2025,3,186.658,174.088,10.42,174.264,740.0,337.0,239
D-zardab,Zardab,district,fixed,2025,3,231.554,210.422,7.52,242.345,228.0,107.0,77
C-baku,Baku,city,fixed,2025,4,180.274,157.272,4.81,193.031,169487.0,55060.0,3353
C-ganja,Ganja,city,fixed,2025,4,218.802,160.955,8.66,201.394,6886.0,2043.0,160
C-khankendi,Khankendi,city,fixed,2025,4,671.308,306.441,7.3,430.924,20.0,11.0,5
C-lankaran,Lankaran,city,fixed,2025,4,339.795,235.057,7.6,354.122,1768.0,635.0,69
C-mingachevir,Mingachevir,city,fixed,2025,4,321.744,216.148,5.92,306.762,2769.0,868.0,89
C-nakhchivan,Nakhchivan,city,fixed,2025,4,18.003,18.834,14.15,13.752,765.0,326.0,73
C-shaki,Shaki,city,fixed,2025,4,424.93,246.651,6.83,474.149,1306.0,430.0,60
C-shirvan,Shirvan,city,fixed,2025,4,218.696,163.921,6.42,225.109,1369.0,338.0,39
C-shusha,Shusha,city,fixed,2025,4,425.683,285.438,6.73,504.782,26.0,10.0,3
C-sumqayit,Sumqayit,city,fixed,2025,4,298.907,199.999,4.3,280.016,13658.0,3846.0,283
C-yevlakh,Yevlakh,city,fixed,2025,4,430.456,277.022,4.42,427.964,881.0,218.0,47
D-absheron,Absheron,district,fixed,2025,4,273.053,216.874,3.97,289.94,22481.0,6509.0,565
D-agdam,Agdam,district,fixed,2025,4,628.191,300.861,6.21,594.174,473.0,185.0,140
D-agdash,Agdash,district,fixed,2025,4,318.308,216.101,9.49,213.17,1326.0,641.0,298
D-aghjabadi,Aghjabadi,district,fixed,2025,4,363.557,226.593,7.61,291.918,1631.0,451.0,248
D-agstafa,Agstafa,district,fixed,2025,4,281.352,239.747,24.83,222.455,1681.0,484.0,221
D-agsu,Agsu,district,fixed,2025,4,491.02,273.597,5.45,430.542,1507.0,442.0,181
D-astara,Astara,district,fixed,2025,4,476.432,277.134,7.26,311.0,2399.0,1019.0,375
D-babek,Babek,district,fixed,2025,4,14.073,15.84,10.74,11.905,257.0,126.0,79
D-balakan,Balakan,district,fixed,2025,4,568.884,282.924,6.18,435.496,1338.0,486.0,259
D-barda,Barda,district,fixed,2025,4,522.462,310.425,6.73,473.129,2339.0,932.0,391
D-beylagan,Beylagan,district,fixed,2025,4,301.138,235.414,6.43,293.53,1185.0,406.0,225
D-bilasuvar,Bilasuvar,district,fixed,2025,4,416.127,268.93,5.71,271.102,1149.0,423.0,217
D-dashkasan,Dashkasan,district,fixed,2025,4,350.434,241.276,12.18,249.017,216.0,94.0,43
D-fuzuli,Fuzuli,district,fixed,2025,4,367.149,264.089,10.12,316.818,655.0,266.0,145
D-gadabay,Gadabay,district,fixed,2025,4,393.05,248.539,7.64,193.24,607.0,256.0,180
D-gobustan,Gobustan,district,fixed,2025,4,475.064,317.726,4.96,295.292,702.0,168.0,92
D-goranboy,Goranboy,district,fixed,2025,4,469.247,296.926,6.41,319.406,2820.0,1088.0,438
D-goychay,Goychay,district,fixed,2025,4,280.706,210.449,5.58,274.298,1542.0,590.0,279
D-goygol,Goygol,district,fixed,2025,4,302.869,212.859,8.01,230.793,4687.0,1708.0,441
D-hajigabul,Hajigabul,district,fixed,2025,4,307.386,231.172,6.42,234.985,2095.0,692.0,237
D-imishli,Imishli,district,fixed,2025,4,384.052,255.556,7.0,275.042,2139.0,596.0,277
D-ismailli,Ismailli,district,fixed,2025,4,665.612,380.2,4.32,559.379,1208.0,434.0,211
D-jabrayil,Jabrayil,district,fixed,2025,4,190.316,109.226,9.58,119.08,73.0,28.0,8
D-jalilabad,Jalilabad,district,fixed,2025,4,493.245,291.039,6.54,416.293,2328.0,906.0,400
D-julfa,Julfa,district,fixed,2025,4,14.529,14.578,10.63,15.345,179.0,36.0,19
D-kalbajar,Kalbajar,district,fixed,2025,4,793.986,413.694,47.23,903.921,204.0,130.0,47
D-kangarli,Kangarli,district,fixed,2025,4,37.27,28.812,28.88,13.816,83.0,19.0,14
D-khachmaz,Khachmaz,district,fixed,2025,4,350.482,234.468,6.41,227.338,5021.0,1856.0,632
D-khizi,Khizi,district,fixed,2025,4,538.661,315.189,5.48,342.568,1016.0,336.0,146
D-khojaly,Khojaly,district,fixed,2025,4,599.841,294.87,7.31,859.235,484.0,220.0,93
D-khojavend,Khojavend,district,fixed,2025,4,863.331,351.13,5.57,982.43,77.0,36.0,26
D-kurdamir,Kurdamir,district,fixed,2025,4,503.566,316.351,4.22,253.394,3459.0,515.0,246
D-lachin,Lachin,district,fixed,2025,4,683.566,380.866,6.81,730.333,59.0,41.0,17
D-lankaran,Lankaran,district,fixed,2025,4,473.747,295.526,6.83,371.044,4877.0,1937.0,571
D-lerik,Lerik,district,fixed,2025,4,580.528,336.119,5.52,546.771,1466.0,405.0,211
D-masally,Masally,district,fixed,2025,4,480.999,299.987,6.45,398.705,4662.0,2008.0,631
D-neftchala,Neftchala,district,fixed,2025,4,301.598,254.746,5.88,268.459,1251.0,552.0,273
D-oghuz,Oghuz,district,fixed,2025,4,552.463,321.034,5.37,348.715,1810.0,594.0,254
D-ordubad,Ordubad,district,fixed,2025,4,12.433,15.682,13.55,13.084,11.0,5.0,4
D-qabala,Qabala,district,fixed,2025,4,571.269,312.796,5.31,446.484,2739.0,1077.0,414
D-qakh,Qakh,district,fixed,2025,4,467.071,273.706,5.52,302.889,1185.0,414.0,213
D-qazakh,Qazakh,district,fixed,2025,4,204.106,204.445,16.29,176.095,806.0,370.0,195
D-quba,Quba,district,fixed,2025,4,374.258,243.948,5.98,249.598,3478.0,1462.0,582
D-qubadli,Qubadli,district,fixed,2025,4,60.624,43.122,20.6,46.332,20.0,6.0,4
D-qusar,Qusar,district,fixed,2025,4,429.311,266.786,5.54,276.326,2861.0,1140.0,444
D-saatly,Saatly,district,fixed,2025,4,388.108,262.312,6.55,246.01,1765.0,580.0,324
D-sabirabad,Sabirabad,district,fixed,2025,4,374.843,235.149,7.67,224.406,2007.0,714.0,403
D-salyan,Salyan,district,fixed,2025,4,364.843,266.658,5.84,285.762,2138.0,728.0,362
D-samukh,Samukh,district,fixed,2025,4,242.44,192.056,7.34,182.723,1077.0,428.0,206
D-shabran,Shabran,district,fixed,2025,4,602.266,322.87,4.88,325.417,821.0,361.0,153
D-shahbuz,Shahbuz,district,fixed,2025,4,12.933,15.265,4.6,12.052,5.0,5.0,4
D-shaki,Shaki,district,fixed,2025,4,652.758,335.191,5.33,702.371,3224.0,931.0,391
D-shamakhi,Shamakhi,district,fixed,2025,4,554.151,336.274,4.47,399.554,2050.0,580.0,219
D-shamkir,Shamkir,district,fixed,2025,4,192.215,154.727,10.11,140.19,2671.0,1081.0,518
D-sharur,Sharur,district,fixed,2025,4,28.937,29.916,7.19,20.605,52.0,18.0,7
D-shusha,Shusha,district,fixed,2025,4,783.779,477.299,4.31,771.131,16.0,9.0,6
D-siazan,Siazan,district,fixed,2025,4,372.445,276.237,5.29,332.232,1145.0,259.0,112
D-tartar,Tartar,district,fixed,2025,4,352.957,273.159,8.82,264.526,1720.0,656.0,283
D-tovuz,Tovuz,district,fixed,2025,4,279.384,221.907,19.83,228.894,1985.0,914.0,445
D-ujar,Ujar,district,fixed,2025,4,421.67,254.183,6.43,312.996,727.0,329.0,168
D-yardymli,Yardymli,district,fixed,2025,4,399.571,263.679,6.59,299.161,499.0,222.0,130
D-yevlakh,Yevlakh,district,fixed,2025,4,555.135,304.812,5.08,347.781,1415.0,587.0,254
D-zangilan,Zangilan,district,fixed,2025,4,513.741,225.517,24.53,501.855,68.0,32.0,17
D-zaqatala,Zaqatala,district,fixed,2025,4,485.632,280.265,6.33,416.864,2531.0,855.0,416
D-zardab,Zardab,district,fixed,2025,4,421.884,309.785,5.32,282.041,626.0,210.0,133
C-baku,Baku,city,fixed,2026,1,188.003,162.312,4.53,182.504,136395.0,44977.0,3159
C-ganja,Ganja,city,fixed,2026,1,306.438,191.444,6.98,285.518,6912.0,1777.0,159
C-khankendi,Khankendi,city,fixed,2026,1,583.81,288.659,7.12,585.419,8.0,7.0,3
C-lankaran,Lankaran,city,fixed,2026,1,392.334,272.373,7.84,355.796,1365.0,496.0,66
C-mingachevir,Mingachevir,city,fixed,2026,1,356.781,235.973,5.85,361.506,2475.0,730.0,87
C-nakhchivan,Nakhchivan,city,fixed,2026,1,19.18,20.347,9.0,14.0,806.0,349.0,72
C-shaki,Shaki,city,fixed,2026,1,402.832,250.755,6.14,356.954,974.0,338.0,48
C-shirvan,Shirvan,city,fixed,2026,1,328.871,236.14,5.97,356.786,1011.0,279.0,37
C-shusha,Shusha,city,fixed,2026,1,702.415,370.631,6.31,728.038,26.0,12.0,2
C-sumqayit,Sumqayit,city,fixed,2026,1,329.838,226.725,3.86,344.875,11609.0,3463.0,255
C-yevlakh,Yevlakh,city,fixed,2026,1,563.071,339.036,4.48,574.806,812.0,235.0,49
D-absheron,Absheron,district,fixed,2026,1,285.428,212.234,4.58,260.982,14899.0,5177.0,535
D-agdam,Agdam,district,fixed,2026,1,672.525,326.824,6.0,460.069,866.0,286.0,134
D-agdash,Agdash,district,fixed,2026,1,578.528,324.392,8.97,248.773,1681.0,601.0,289
D-aghjabadi,Aghjabadi,district,fixed,2026,1,624.349,346.436,6.64,279.148,1038.0,285.0,180
D-agstafa,Agstafa,district,fixed,2026,1,275.485,193.598,12.22,214.484,867.0,343.0,182
D-agsu,Agsu,district,fixed,2026,1,571.597,334.461,5.1,410.922,1368.0,309.0,142
D-astara,Astara,district,fixed,2026,1,257.153,231.606,9.26,232.7,1255.0,529.0,278
D-babek,Babek,district,fixed,2026,1,13.664,14.23,10.74,10.267,217.0,112.0,75
D-balakan,Balakan,district,fixed,2026,1,712.661,337.969,4.75,428.675,1190.0,382.0,209
D-barda,Barda,district,fixed,2026,1,720.252,359.126,5.89,613.09,2103.0,742.0,325
D-beylagan,Beylagan,district,fixed,2026,1,498.51,305.076,5.41,293.388,1476.0,332.0,196
D-bilasuvar,Bilasuvar,district,fixed,2026,1,425.084,288.854,5.88,279.9,975.0,397.0,198
D-dashkasan,Dashkasan,district,fixed,2026,1,510.446,348.674,7.63,302.225,52.0,27.0,15
D-fuzuli,Fuzuli,district,fixed,2026,1,519.393,351.309,8.4,422.45,756.0,277.0,146
D-gadabay,Gadabay,district,fixed,2026,1,586.427,310.233,5.69,273.909,544.0,235.0,159
D-gobustan,Gobustan,district,fixed,2026,1,698.82,406.316,3.86,255.458,538.0,160.0,80
D-goranboy,Goranboy,district,fixed,2026,1,464.61,272.489,6.12,282.666,2302.0,835.0,384
D-goychay,Goychay,district,fixed,2026,1,305.101,211.042,5.49,255.04,1305.0,466.0,236
D-goygol,Goygol,district,fixed,2026,1,389.592,234.364,7.35,217.05,3012.0,1154.0,358
D-hajigabul,Hajigabul,district,fixed,2026,1,517.738,319.677,5.43,289.68,1436.0,517.0,191
D-imishli,Imishli,district,fixed,2026,1,617.991,353.299,5.48,316.941,1705.0,511.0,255
D-ismailli,Ismailli,district,fixed,2026,1,724.048,403.978,4.35,611.977,1510.0,494.0,244
D-jabrayil,Jabrayil,district,fixed,2026,1,186.07,115.743,28.65,171.104,62.0,27.0,13
D-jalilabad,Jalilabad,district,fixed,2026,1,463.928,291.977,7.39,249.174,1918.0,724.0,363
D-julfa,Julfa,district,fixed,2026,1,15.682,13.622,21.19,14.091,102.0,42.0,21
D-kalbajar,Kalbajar,district,fixed,2026,1,878.495,442.989,4.31,902.169,576.0,121.0,45
D-kangarli,Kangarli,district,fixed,2026,1,13.083,14.082,7.13,13.766,102.0,23.0,15
D-khachmaz,Khachmaz,district,fixed,2026,1,458.453,287.976,5.24,286.686,5451.0,1844.0,629
D-khizi,Khizi,district,fixed,2026,1,601.763,372.964,4.65,315.747,784.0,282.0,126
D-khojaly,Khojaly,district,fixed,2026,1,614.218,334.685,6.57,376.888,386.0,151.0,66
D-khojavend,Khojavend,district,fixed,2026,1,921.179,453.093,4.47,996.934,139.0,45.0,25
D-kurdamir,Kurdamir,district,fixed,2026,1,471.39,376.581,6.32,148.551,998.0,293.0,176
D-lachin,Lachin,district,fixed,2026,1,793.151,415.299,5.06,842.854,126.0,54.0,18
D-lankaran,Lankaran,district,fixed,2026,1,485.271,317.193,7.05,325.58,3875.0,1385.0,498
D-lerik,Lerik,district,fixed,2026,1,642.069,383.22,6.38,332.45,1067.0,273.0,155
D-masally,Masally,district,fixed,2026,1,600.911,356.242,5.55,366.327,5417.0,1676.0,586
D-neftchala,Neftchala,district,fixed,2026,1,301.275,251.107,6.34,280.501,961.0,420.0,231
D-oghuz,Oghuz,district,fixed,2026,1,653.411,360.429,4.48,357.226,1540.0,471.0,222
D-ordubad,Ordubad,district,fixed,2026,1,12.111,12.714,7.86,11.798,21.0,14.0,8
D-qabala,Qabala,district,fixed,2026,1,668.746,348.668,4.76,619.579,2631.0,956.0,383
D-qakh,Qakh,district,fixed,2026,1,627.766,326.584,5.41,298.28,1396.0,363.0,172
D-qazakh,Qazakh,district,fixed,2026,1,290.252,219.066,9.88,258.327,617.0,286.0,166
D-quba,Quba,district,fixed,2026,1,469.979,294.276,5.4,292.382,3967.0,1350.0,534
D-qubadli,Qubadli,district,fixed,2026,1,1044.559,400.07,3.37,1056.937,65.0,26.0,13
D-qusar,Qusar,district,fixed,2026,1,528.465,314.96,5.32,295.999,2988.0,1087.0,415
D-saatly,Saatly,district,fixed,2026,1,650.246,373.402,5.6,345.885,2209.0,570.0,269
D-sabirabad,Sabirabad,district,fixed,2026,1,642.957,359.321,5.95,287.468,2198.0,635.0,362
D-salyan,Salyan,district,fixed,2026,1,452.483,308.697,5.12,279.123,1999.0,710.0,345
D-samukh,Samukh,district,fixed,2026,1,419.093,264.599,6.52,263.83,915.0,304.0,158
D-shabran,Shabran,district,fixed,2026,1,618.572,350.785,4.94,436.161,632.0,280.0,142
D-shahbuz,Shahbuz,district,fixed,2026,1,14.07,15.615,8.71,15.638,7.0,4.0,3
D-shaki,Shaki,district,fixed,2026,1,764.9,392.879,4.33,515.963,2817.0,630.0,330
D-shamakhi,Shamakhi,district,fixed,2026,1,630.511,375.148,4.17,484.988,2207.0,583.0,214
D-shamkir,Shamkir,district,fixed,2026,1,208.675,148.595,9.61,137.514,2471.0,933.0,468
D-sharur,Sharur,district,fixed,2026,1,18.986,20.86,6.94,14.088,131.0,58.0,27
D-shusha,Shusha,district,fixed,2026,1,856.021,430.688,3.38,842.059,37.0,12.0,5
D-siazan,Siazan,district,fixed,2026,1,466.677,308.95,4.88,313.994,1102.0,223.0,84
D-tartar,Tartar,district,fixed,2026,1,635.608,346.029,6.41,320.91,1286.0,524.0,239
D-tovuz,Tovuz,district,fixed,2026,1,311.006,224.202,10.52,251.91,1121.0,564.0,298
D-ujar,Ujar,district,fixed,2026,1,523.369,318.692,4.78,237.728,591.0,252.0,136
D-yardymli,Yardymli,district,fixed,2026,1,394.333,272.93,6.28,268.866,310.0,133.0,93
D-yevlakh,Yevlakh,district,fixed,2026,1,709.689,365.063,4.15,585.982,1265.0,466.0,222
D-zangilan,Zangilan,district,fixed,2026,1,525.506,256.947,8.1,179.511,119.0,47.0,21
D-zaqatala,Zaqatala,district,fixed,2026,1,576.028,309.65,5.88,357.836,2354.0,894.0,380
D-zardab,Zardab,district,fixed,2026,1,777.137,432.889,3.83,307.175,696.0,202.0,116
C-baku,Baku,city,fixed,2026,2,178.759,163.972,4.46,188.924,114015.0,41866.0,3208
C-ganja,Ganja,city,fixed,2026,2,207.858,155.028,7.62,190.852,4484.0,1546.0,154
C-khankendi,Khankendi,city,fixed,2026,2,764.221,363.375,6.26,836.504,34.0,13.0,4
C-lankaran,Lankaran,city,fixed,2026,2,293.595,242.223,7.96,236.42,1198.0,366.0,70
C-mingachevir,Mingachevir,city,fixed,2026,2,220.434,172.513,5.25,227.565,1446.0,470.0,80
C-nakhchivan,Nakhchivan,city,fixed,2026,2,19.086,19.108,9.01,14.566,664.0,308.0,77
C-shaki,Shaki,city,fixed,2026,2,212.516,170.675,5.57,200.831,863.0,351.0,51
C-shirvan,Shirvan,city,fixed,2026,2,246.282,216.019,6.54,274.337,1015.0,288.0,39
C-shusha,Shusha,city,fixed,2026,2,632.566,320.841,9.61,544.694,80.0,21.0,3
C-sumqayit,Sumqayit,city,fixed,2026,2,245.163,180.951,4.4,178.685,7990.0,2681.0,221
C-yevlakh,Yevlakh,city,fixed,2026,2,333.332,244.678,3.7,301.058,601.0,166.0,44
D-absheron,Absheron,district,fixed,2026,2,210.784,181.263,4.6,210.578,11427.0,4349.0,532
D-agdam,Agdam,district,fixed,2026,2,448.545,278.43,7.0,327.923,458.0,173.0,132
D-agdash,Agdash,district,fixed,2026,2,325.192,236.634,5.61,245.692,890.0,478.0,272
D-aghjabadi,Aghjabadi,district,fixed,2026,2,263.901,198.139,8.83,258.679,696.0,263.0,167
D-agstafa,Agstafa,district,fixed,2026,2,229.946,185.981,10.98,202.133,747.0,316.0,180
D-agsu,Agsu,district,fixed,2026,2,574.821,325.291,4.95,306.682,1576.0,305.0,151
D-astara,Astara,district,fixed,2026,2,212.973,189.458,9.89,261.715,1309.0,572.0,317
D-babek,Babek,district,fixed,2026,2,14.099,14.681,7.73,13.25,355.0,130.0,90
D-balakan,Balakan,district,fixed,2026,2,391.304,210.905,5.85,250.29,672.0,273.0,188
D-barda,Barda,district,fixed,2026,2,369.334,231.839,6.66,281.064,1167.0,523.0,298
D-beylagan,Beylagan,district,fixed,2026,2,193.191,178.474,7.12,247.217,1108.0,206.0,131
D-bilasuvar,Bilasuvar,district,fixed,2026,2,228.248,198.403,6.39,192.926,632.0,266.0,160
D-dashkasan,Dashkasan,district,fixed,2026,2,236.992,214.479,8.61,212.412,115.0,56.0,40
D-fuzuli,Fuzuli,district,fixed,2026,2,174.108,143.346,23.12,70.118,159.0,88.0,72
D-gadabay,Gadabay,district,fixed,2026,2,479.285,259.883,7.29,242.499,852.0,300.0,206
D-gobustan,Gobustan,district,fixed,2026,2,325.856,252.809,4.42,264.006,379.0,135.0,77
D-goranboy,Goranboy,district,fixed,2026,2,346.059,208.122,6.43,253.398,1882.0,732.0,355
D-goychay,Goychay,district,fixed,2026,2,239.496,193.18,5.63,229.782,1008.0,373.0,205
D-goygol,Goygol,district,fixed,2026,2,283.564,182.522,8.77,163.328,2606.0,1098.0,350
D-hajigabul,Hajigabul,district,fixed,2026,2,226.841,201.904,5.91,189.144,1075.0,422.0,177
D-imishli,Imishli,district,fixed,2026,2,437.275,259.622,6.51,220.576,1467.0,378.0,187
D-ismailli,Ismailli,district,fixed,2026,2,401.517,255.737,5.07,223.446,803.0,335.0,196
D-jabrayil,Jabrayil,district,fixed,2026,2,241.137,174.514,7.79,154.319,67.0,33.0,22
D-jalilabad,Jalilabad,district,fixed,2026,2,259.844,222.517,7.93,228.484,1721.0,756.0,436
D-julfa,Julfa,district,fixed,2026,2,12.994,13.276,9.69,14.89,100.0,41.0,23
D-kalbajar,Kalbajar,district,fixed,2026,2,135.764,75.326,57.44,194.108,299.0,34.0,29
D-kangarli,Kangarli,district,fixed,2026,2,23.6,15.505,25.37,13.154,46.0,26.0,19
D-khachmaz,Khachmaz,district,fixed,2026,2,301.237,227.493,5.5,221.2,3461.0,1412.0,563
D-khizi,Khizi,district,fixed,2026,2,289.877,217.319,6.44,249.264,486.0,205.0,115
D-khojaly,Khojaly,district,fixed,2026,2,694.661,320.859,7.37,507.396,550.0,164.0,72
D-khojavend,Khojavend,district,fixed,2026,2,695.043,439.791,6.53,555.653,49.0,24.0,21
D-kurdamir,Kurdamir,district,fixed,2026,2,493.302,301.394,5.29,289.344,1874.0,485.0,218
D-lachin,Lachin,district,fixed,2026,2,358.089,239.639,16.31,333.958,45.0,24.0,17
D-lankaran,Lankaran,district,fixed,2026,2,266.405,228.081,7.93,263.035,2456.0,972.0,461
D-lerik,Lerik,district,fixed,2026,2,272.065,232.384,8.4,221.819,837.0,197.0,127
D-masally,Masally,district,fixed,2026,2,243.061,206.48,7.03,216.113,2438.0,1102.0,537
D-neftchala,Neftchala,district,fixed,2026,2,418.333,257.453,5.22,274.762,1082.0,434.0,226
D-oghuz,Oghuz,district,fixed,2026,2,297.539,232.559,4.85,279.018,1035.0,362.0,214
D-ordubad,Ordubad,district,fixed,2026,2,14.248,14.968,7.07,14.312,67.0,26.0,18
D-qabala,Qabala,district,fixed,2026,2,442.396,246.959,6.31,271.432,1849.0,737.0,346
D-qakh,Qakh,district,fixed,2026,2,320.428,235.225,5.05,240.682,1262.0,412.0,218
D-qazakh,Qazakh,district,fixed,2026,2,218.076,197.32,10.15,243.818,441.0,249.0,162
D-quba,Quba,district,fixed,2026,2,338.954,216.404,5.9,184.993,2685.0,1062.0,484
D-qubadli,Qubadli,district,fixed,2026,2,746.812,400.503,3.95,784.819,44.0,14.0,14
D-qusar,Qusar,district,fixed,2026,2,386.555,239.6,5.84,200.044,1957.0,721.0,382
D-saatly,Saatly,district,fixed,2026,2,246.765,183.08,6.68,182.552,1102.0,328.0,196
D-sabirabad,Sabirabad,district,fixed,2026,2,248.455,201.681,6.61,177.446,1372.0,441.0,295
D-sadarak,Sadarak,district,fixed,2026,2,175.91,24.16,59.0,175.91,1.0,1.0,1
D-salyan,Salyan,district,fixed,2026,2,422.201,276.507,4.69,266.549,1747.0,627.0,317
D-samukh,Samukh,district,fixed,2026,2,200.243,166.717,7.52,196.72,553.0,262.0,150
D-shabran,Shabran,district,fixed,2026,2,391.238,288.716,5.96,247.167,574.0,248.0,147
D-shahbuz,Shahbuz,district,fixed,2026,2,14.116,13.566,9.83,14.198,18.0,9.0,8
D-shaki,Shaki,district,fixed,2026,2,420.093,255.359,4.98,277.464,2287.0,553.0,353
D-shamakhi,Shamakhi,district,fixed,2026,2,261.712,210.697,5.64,166.367,1197.0,402.0,180
D-shamkir,Shamkir,district,fixed,2026,2,173.992,128.894,9.73,110.72,2106.0,852.0,447
D-sharur,Sharur,district,fixed,2026,2,15.182,15.77,5.05,14.316,199.0,80.0,44
D-shusha,Shusha,district,fixed,2026,2,251.119,231.06,11.67,204.284,3.0,2.0,2
D-siazan,Siazan,district,fixed,2026,2,315.922,252.902,5.63,259.905,1017.0,172.0,73
D-tartar,Tartar,district,fixed,2026,2,342.455,261.35,8.38,307.895,672.0,347.0,211
D-tovuz,Tovuz,district,fixed,2026,2,262.226,199.247,9.7,264.234,1201.0,555.0,311
D-ujar,Ujar,district,fixed,2026,2,230.144,179.557,6.06,178.602,363.0,149.0,99
D-yardymli,Yardymli,district,fixed,2026,2,285.631,222.566,6.59,233.385,223.0,91.0,75
D-yevlakh,Yevlakh,district,fixed,2026,2,383.924,247.584,4.56,282.091,781.0,332.0,206
D-zangilan,Zangilan,district,fixed,2026,2,251.433,168.062,16.29,89.904,106.0,44.0,25
D-zaqatala,Zaqatala,district,fixed,2026,2,317.194,224.411,6.71,240.204,1344.0,643.0,355
D-zardab,Zardab,district,fixed,2026,2,313.775,263.429,4.97,286.628,434.0,210.0,134
C-baku,Baku,city,mobile,2019,1,36.597,16.638,26.23,32.376,13784.0,8433.0,1781
