country,network,statistic,month,download_mbps,upload_mbps,latency_ms,jitter_ms,global_rank,period_type,aggregate_start,index_date
tajikistan,fixed,mean,2025-12,71.55,65.36,23,28,115,rolling_quarter,2025-10-01,2025-12-01
tajikistan,fixed,mean,2026-01,71.12,64.74,23,25,112,rolling_quarter,2025-11-01,2026-01-01
tajikistan,fixed,mean,2026-02,74.05,67.31,22,24,112,rolling_quarter,2025-12-01,2026-02-01
tajikistan,fixed,mean,2026-03,74.63,66.0,24,26,112,rolling_quarter,2026-01-01,2026-03-01
tajikistan,fixed,mean,2026-04,80.38,67.89,26,26,111,rolling_quarter,2026-02-01,2026-04-01
tajikistan,fixed,mean,2026-05,80.77,65.17,30,28,112,rolling_quarter,2026-03-01,2026-05-01
tajikistan,fixed,mean,2026-06,83.62,63.58,36,29,111,rolling_quarter,2026-04-01,2026-06-01
tajikistan,fixed,mean,2026-07,83.48,58.35,35,31,112,rolling_quarter,2026-05-01,2026-07-01
tajikistan,fixed,median,2023-06,21.54,19.88,4,4,129,month,2023-06-01,2023-06-01
tajikistan,fixed,median,2023-07,22.01,20.49,5,4,130,month,2023-07-01,2023-07-01
tajikistan,fixed,median,2023-08,20.96,19.93,5,4,133,month,2023-08-01,2023-08-01
tajikistan,fixed,median,2023-09,24.45,23.75,4,3,127,month,2023-09-01,2023-09-01
tajikistan,fixed,median,2023-10,20.77,19.73,5,5,136,month,2023-10-01,2023-10-01
tajikistan,fixed,median,2023-11,26.84,27.02,4,4,125,month,2023-11-01,2023-11-01
tajikistan,fixed,median,2023-12,26.35,27.28,4,3,130,month,2023-12-01,2023-12-01
tajikistan,fixed,median,2024-01,26.02,25.75,4,4,132,month,2024-01-01,2024-01-01
tajikistan,fixed,median,2024-02,24.92,26.01,4,4,131,month,2024-02-01,2024-02-01
tajikistan,fixed,median,2024-03,26.42,26.0,4,4,133,month,2024-03-01,2024-03-01
tajikistan,fixed,median,2024-04,28.89,27.99,4,4,129,month,2024-04-01,2024-04-01
tajikistan,fixed,median,2024-05,29.68,28.69,4,3,129,month,2024-05-01,2024-05-01
tajikistan,fixed,median,2024-06,31.72,31.18,4,3,123,rolling_quarter,2024-04-01,2024-06-01
tajikistan,fixed,median,2024-07,29.39,29.41,4,4,125,rolling_quarter,2024-05-01,2024-07-01
tajikistan,fixed,median,2024-08,29.26,29.34,5,4,124,rolling_quarter,2024-06-01,2024-08-01
tajikistan,fixed,median,2024-09,27.7,28.11,4,4,124,rolling_quarter,2024-07-01,2024-09-01
tajikistan,fixed,median,2024-10,29.74,29.19,4,4,121,rolling_quarter,2024-08-01,2024-10-01
tajikistan,fixed,median,2024-11,30.66,29.83,4,4,121,rolling_quarter,2024-09-01,2024-11-01
tajikistan,fixed,median,2024-12,33.31,32.6,4,3,119,rolling_quarter,2024-10-01,2024-12-01
tajikistan,fixed,median,2025-01,32.95,33.27,4,3,120,rolling_quarter,2024-11-01,2025-01-01
tajikistan,fixed,median,2025-02,33.8,34.15,4,3,118,rolling_quarter,2024-12-01,2025-02-01
tajikistan,fixed,median,2025-03,34.31,33.55,4,4,121,rolling_quarter,2025-01-01,2025-03-01
tajikistan,fixed,median,2025-04,36.96,34.52,4,3,117,rolling_quarter,2025-02-01,2025-04-01
tajikistan,fixed,median,2025-07,39.6,33.17,4,3,114,rolling_quarter,2025-05-01,2025-07-01
tajikistan,fixed,median,2025-08,39.74,33.02,4,3,116,rolling_quarter,2025-06-01,2025-08-01
tajikistan,fixed,median,2025-09,39.92,32.85,4,4,119,rolling_quarter,2025-07-01,2025-09-01
tajikistan,fixed,median,2025-10,39.57,33.68,4,4,121,rolling_quarter,2025-08-01,2025-10-01
tajikistan,fixed,median,2025-11,40.42,33.51,4,4,121,rolling_quarter,2025-09-01,2025-11-01
tajikistan,fixed,median,2025-12,38.9,33.66,4,4,122,rolling_quarter,2025-10-01,2025-12-01
tajikistan,fixed,median,2026-01,39.59,34.46,4,4,118,rolling_quarter,2025-11-01,2026-01-01
tajikistan,fixed,median,2026-02,41.85,36.62,4,3,119,rolling_quarter,2025-12-01,2026-02-01
tajikistan,fixed,median,2026-03,45.1,38.3,4,4,115,rolling_quarter,2026-01-01,2026-03-01
tajikistan,fixed,median,2026-04,48.76,39.11,5,4,112,rolling_quarter,2026-02-01,2026-04-01
tajikistan,fixed,median,2026-05,48.71,35.99,5,4,113,rolling_quarter,2026-03-01,2026-05-01
tajikistan,fixed,median,2026-06,49.92,31.24,6,5,109,rolling_quarter,2026-04-01,2026-06-01
tajikistan,fixed,median,2026-07,49.33,28.48,7,6,115,rolling_quarter,2026-05-01,2026-07-01
tajikistan,mobile,mean,2023-06,18.68,8.51,44,63,131,month,2023-06-01,2023-06-01
tajikistan,mobile,mean,2023-07,19.86,8.51,38,68,134,month,2023-07-01,2023-07-01
tajikistan,mobile,mean,2023-08,20.24,9.25,42,63,134,month,2023-08-01,2023-08-01
tajikistan,mobile,mean,2023-09,22.86,8.82,43,58,127,month,2023-09-01,2023-09-01
tajikistan,mobile,mean,2023-10,22.31,9.22,38,59,131,month,2023-10-01,2023-10-01
tajikistan,mobile,mean,2023-11,21.42,8.93,39,57,134,month,2023-11-01,2023-11-01
tajikistan,mobile,mean,2023-12,20.54,8.78,41,66,135,month,2023-12-01,2023-12-01
tajikistan,mobile,mean,2024-01,18.6,9.02,41,61,138,month,2024-01-01,2024-01-01
tajikistan,mobile,mean,2024-02,21.35,9.19,37,55,133,month,2024-02-01,2024-02-01
tajikistan,mobile,mean,2024-03,22.99,9.56,40,56,137,month,2024-03-01,2024-03-01
tajikistan,mobile,mean,2024-04,19.36,8.05,43,51,138,month,2024-04-01,2024-04-01
tajikistan,mobile,mean,2024-05,26.85,9.48,39,53,129,month,2024-05-01,2024-05-01
tajikistan,mobile,mean,2026-07,108.61,13.52,32,43,74,rolling_quarter,2026-05-01,2026-07-01
tajikistan,mobile,median,2023-06,9.91,5.17,25,16,133,month,2023-06-01,2023-06-01
tajikistan,mobile,median,2023-07,9.73,4.91,24,19,137,month,2023-07-01,2023-07-01
tajikistan,mobile,median,2023-08,9.61,5.71,27,16,139,month,2023-08-01,2023-08-01
tajikistan,mobile,median,2023-09,9.76,5.48,27,16,136,month,2023-09-01,2023-09-01
tajikistan,mobile,median,2023-10,9.67,5.81,24,16,138,month,2023-10-01,2023-10-01
tajikistan,mobile,median,2023-11,9.35,5.39,25,14,139,month,2023-11-01,2023-11-01
tajikistan,mobile,median,2023-12,8.15,5.45,26,17,141,month,2023-12-01,2023-12-01
tajikistan,mobile,median,2024-01,7.58,5.43,27,15,140,month,2024-01-01,2024-01-01
tajikistan,mobile,median,2024-02,8.14,5.83,25,14,140,month,2024-02-01,2024-02-01
tajikistan,mobile,median,2024-03,8.51,5.84,24,13,145,month,2024-03-01,2024-03-01
tajikistan,mobile,median,2024-04,6.9,4.55,25,14,141,month,2024-04-01,2024-04-01
tajikistan,mobile,median,2024-05,9.58,5.96,24,13,144,month,2024-05-01,2024-05-01
tajikistan,mobile,median,2026-07,43.94,10.07,22,14,85,rolling_quarter,2026-05-01,2026-07-01
turkmenistan,fixed,mean,2026-04,26.94,6.57,82,94,147,rolling_quarter,2026-02-01,2026-04-01
turkmenistan,fixed,mean,2026-05,27.46,6.53,81,93,147,rolling_quarter,2026-03-01,2026-05-01
turkmenistan,fixed,median,2026-04,2.19,0.83,65,35,149,rolling_quarter,2026-02-01,2026-04-01
turkmenistan,fixed,median,2026-05,2.2,0.84,64,35,149,rolling_quarter,2026-03-01,2026-05-01
ukraine,fixed,mean,2025-07,167.59,157.8,12,16,64,rolling_quarter,2025-05-01,2025-07-01
ukraine,fixed,mean,2025-08,170.51,160.08,12,17,63,rolling_quarter,2025-06-01,2025-08-01
ukraine,fixed,mean,2025-09,172.68,161.92,13,18,65,rolling_quarter,2025-07-01,2025-09-01
ukraine,fixed,mean,2025-10,177.53,166.56,13,18,63,rolling_quarter,2025-08-01,2025-10-01
ukraine,fixed,mean,2025-11,180.78,169.84,13,19,67,rolling_quarter,2025-09-01,2025-11-01
ukraine,fixed,mean,2025-12,184.37,173.5,12,18,69,rolling_quarter,2025-10-01,2025-12-01
ukraine,fixed,mean,2026-01,187.48,176.01,12,18,64,rolling_quarter,2025-11-01,2026-01-01
ukraine,fixed,mean,2026-02,191.23,179.09,12,18,64,rolling_quarter,2025-12-01,2026-02-01
ukraine,fixed,mean,2026-03,195.84,182.98,12,19,61,rolling_quarter,2026-01-01,2026-03-01
ukraine,fixed,mean,2026-04,198.51,185.46,12,19,61,rolling_quarter,2026-02-01,2026-04-01
ukraine,fixed,mean,2026-05,201.93,188.49,12,19,60,rolling_quarter,2026-03-01,2026-05-01
ukraine,fixed,mean,2026-06,203.57,189.55,12,19,63,rolling_quarter,2026-04-01,2026-06-01
ukraine,fixed,mean,2026-07,205.64,190.65,13,19,61,rolling_quarter,2026-05-01,2026-07-01
ukraine,fixed,median,2025-07,87.47,89.13,4,1,73,rolling_quarter,2025-05-01,2025-07-01
ukraine,fixed,median,2025-08,87.64,90.31,4,2,72,rolling_quarter,2025-06-01,2025-08-01
ukraine,fixed,median,2025-09,87.76,90.19,5,2,73,rolling_quarter,2025-07-01,2025-09-01
ukraine,fixed,median,2025-10,88.92,91.03,5,2,75,rolling_quarter,2025-08-01,2025-10-01
ukraine,fixed,median,2025-11,89.68,92.16,5,2,78,rolling_quarter,2025-09-01,2025-11-01
ukraine,fixed,median,2025-12,91.03,93.14,4,2,80,rolling_quarter,2025-10-01,2025-12-01
ukraine,fixed,median,2026-01,91.38,93.33,4,2,77,rolling_quarter,2025-11-01,2026-01-01
ukraine,fixed,median,2026-02,91.82,93.55,4,2,77,rolling_quarter,2025-12-01,2026-02-01
ukraine,fixed,median,2026-03,92.24,93.74,4,2,79,rolling_quarter,2026-01-01,2026-03-01
ukraine,fixed,median,2026-04,92.43,93.8,4,2,80,rolling_quarter,2026-02-01,2026-04-01
ukraine,fixed,median,2026-05,92.67,93.89,4,2,82,rolling_quarter,2026-03-01,2026-05-01
ukraine,fixed,median,2026-06,92.7,93.9,4,2,80,rolling_quarter,2026-04-01,2026-06-01
ukraine,fixed,median,2026-07,92.81,93.92,4,2,80,rolling_quarter,2026-05-01,2026-07-01
ukraine,mobile,mean,2025-07,70.41,18.56,30,21,78,rolling_quarter,2025-05-01,2025-07-01
ukraine,mobile,mean,2025-08,74.5,18.56,31,21,76,rolling_quarter,2025-06-01,2025-08-01
ukraine,mobile,mean,2025-09,77.31,18.55,31,22,78,rolling_quarter,2025-07-01,2025-09-01
ukraine,mobile,mean,2025-10,76.94,18.17,31,23,80,rolling_quarter,2025-08-01,2025-10-01
ukraine,mobile,mean,2025-11,69.56,17.4,31,26,79,rolling_quarter,2025-09-01,2025-11-01
ukraine,mobile,mean,2025-12,64.97,16.92,31,28,87,rolling_quarter,2025-10-01,2025-12-01
ukraine,mobile,mean,2026-01,69.83,16.74,32,30,84,rolling_quarter,2025-11-01,2026-01-01
ukraine,mobile,mean,2026-02,78.92,16.86,31,30,83,rolling_quarter,2025-12-01,2026-02-01
ukraine,mobile,mean,2026-03,93.34,17.8,31,28,79,rolling_quarter,2026-01-01,2026-03-01
ukraine,mobile,mean,2026-04,104.37,18.95,29,24,73,rolling_quarter,2026-02-01,2026-04-01
ukraine,mobile,mean,2026-05,114.45,20.03,29,21,73,rolling_quarter,2026-03-01,2026-05-01
ukraine,mobile,mean,2026-06,111.94,19.57,29,22,72,rolling_quarter,2026-04-01,2026-06-01
ukraine,mobile,mean,2026-07,155.34,22.57,28,23,54,rolling_quarter,2026-05-01,2026-07-01
ukraine,mobile,median,2025-07,55.9,14.05,26,7,73,rolling_quarter,2025-05-01,2025-07-01
ukraine,mobile,median,2025-08,58.8,14.03,26,7,67,rolling_quarter,2025-06-01,2025-08-01
ukraine,mobile,median,2025-09,59.88,13.9,26,7,68,rolling_quarter,2025-07-01,2025-09-01
ukraine,mobile,median,2025-10,58.52,13.49,26,7,70,rolling_quarter,2025-08-01,2025-10-01
ukraine,mobile,median,2025-11,50.53,12.77,27,8,73,rolling_quarter,2025-09-01,2025-11-01
ukraine,mobile,median,2025-12,46.19,12.35,27,8,78,rolling_quarter,2025-10-01,2025-12-01
ukraine,mobile,median,2026-01,43.3,12.14,27,9,86,rolling_quarter,2025-11-01,2026-01-01
ukraine,mobile,median,2026-02,44.98,12.21,27,9,85,rolling_quarter,2025-12-01,2026-02-01
ukraine,mobile,median,2026-03,51.61,12.86,26,8,80,rolling_quarter,2026-01-01,2026-03-01
ukraine,mobile,median,2026-04,60.88,13.79,25,7,71,rolling_quarter,2026-02-01,2026-04-01
ukraine,mobile,median,2026-05,70.14,14.71,24,7,66,rolling_quarter,2026-03-01,2026-05-01
ukraine,mobile,median,2026-06,70.2,14.15,24,7,64,rolling_quarter,2026-04-01,2026-06-01
ukraine,mobile,median,2026-07,82.22,15.73,23,7,59,rolling_quarter,2026-05-01,2026-07-01
uzbekistan,fixed,mean,2023-06,70.68,91.98,17,21,94,month,2023-06-01,2023-06-01
uzbekistan,fixed,mean,2023-07,71.17,95.54,17,20,96,month,2023-07-01,2023-07-01
uzbekistan,fixed,mean,2023-08,71.99,96.18,16,20,97,month,2023-08-01,2023-08-01
uzbekistan,fixed,mean,2023-09,74.17,95.26,16,21,96,month,2023-09-01,2023-09-01
uzbekistan,fixed,mean,2023-10,74.57,97.21,16,22,97,month,2023-10-01,2023-10-01
uzbekistan,fixed,mean,2023-11,102.1,104.02,16,21,82,month,2023-11-01,2023-11-01
uzbekistan,fixed,mean,2023-12,91.6,107.3,17,20,87,month,2023-12-01,2023-12-01
uzbekistan,fixed,mean,2024-01,84.57,99.01,16,21,94,month,2024-01-01,2024-01-01
uzbekistan,fixed,mean,2024-02,91.33,105.82,16,21,93,month,2024-02-01,2024-02-01
uzbekistan,fixed,mean,2024-03,90.09,107.97,16,21,94,month,2024-03-01,2024-03-01
uzbekistan,fixed,mean,2024-04,92.58,108.13,17,21,93,month,2024-04-01,2024-04-01
uzbekistan,fixed,mean,2024-05,92.2,108.0,16,22,95,month,2024-05-01,2024-05-01
uzbekistan,fixed,mean,2024-06,92.9,109.86,17,22,90,rolling_quarter,2024-04-01,2024-06-01
uzbekistan,fixed,mean,2024-07,105.05,113.2,17,22,82,rolling_quarter,2024-05-01,2024-07-01
uzbekistan,fixed,mean,2024-08,120.95,117.91,17,22,75,rolling_quarter,2024-06-01,2024-08-01
uzbekistan,fixed,mean,2024-09,136.61,123.18,16,21,69,rolling_quarter,2024-07-01,2024-09-01
uzbekistan,fixed,mean,2024-10,142.78,127.99,16,20,69,rolling_quarter,2024-08-01,2024-10-01
uzbekistan,fixed,mean,2024-11,147.88,131.85,15,19,66,rolling_quarter,2024-09-01,2024-11-01
uzbekistan,fixed,mean,2024-12,150.24,133.79,15,19,66,rolling_quarter,2024-10-01,2024-12-01
uzbekistan,fixed,mean,2025-01,150.77,134.55,15,19,68,rolling_quarter,2024-11-01,2025-01-01
uzbekistan,fixed,mean,2025-02,153.08,137.47,15,20,68,rolling_quarter,2024-12-01,2025-02-01
uzbekistan,fixed,mean,2025-03,157.79,141.26,15,19,68,rolling_quarter,2025-01-01,2025-03-01
uzbekistan,fixed,mean,2025-04,166.45,146.89,15,18,60,rolling_quarter,2025-02-01,2025-04-01
uzbekistan,fixed,mean,2025-07,182.47,154.15,14,15,57,rolling_quarter,2025-05-01,2025-07-01
uzbekistan,fixed,mean,2025-08,176.55,150.27,15,17,59,rolling_quarter,2025-06-01,2025-08-01
uzbekistan,fixed,mean,2025-09,181.63,154.31,15,19,60,rolling_quarter,2025-07-01,2025-09-01
uzbekistan,fixed,mean,2025-10,185.08,156.62,15,18,60,rolling_quarter,2025-08-01,2025-10-01
uzbekistan,fixed,mean,2025-11,191.45,161.08,14,18,61,rolling_quarter,2025-09-01,2025-11-01
uzbekistan,fixed,mean,2025-12,194.62,164.26,15,17,58,rolling_quarter,2025-10-01,2025-12-01
uzbekistan,fixed,mean,2026-01,200.92,168.83,15,17,56,rolling_quarter,2025-11-01,2026-01-01
uzbekistan,fixed,mean,2026-02,210.16,173.58,15,17,54,rolling_quarter,2025-12-01,2026-02-01
uzbekistan,fixed,mean,2026-03,218.41,174.99,15,18,54,rolling_quarter,2026-01-01,2026-03-01
uzbekistan,fixed,mean,2026-04,227.83,183.07,15,18,54,rolling_quarter,2026-02-01,2026-04-01
uzbekistan,fixed,mean,2026-05,228.99,185.82,15,19,55,rolling_quarter,2026-03-01,2026-05-01
uzbekistan,fixed,mean,2026-06,232.93,195.42,15,18,53,rolling_quarter,2026-04-01,2026-06-01
uzbekistan,fixed,mean,2026-07,231.57,193.42,15,18,52,rolling_quarter,2026-05-01,2026-07-01
uzbekistan,fixed,median,2023-06,51.57,51.95,8,2,85,month,2023-06-01,2023-06-01
uzbekistan,fixed,median,2023-07,51.95,52.45,8,2,86,month,2023-07-01,2023-07-01
uzbekistan,fixed,median,2023-08,52.35,52.9,8,2,89,month,2023-08-01,2023-08-01
uzbekistan,fixed,median,2023-09,53.48,53.87,8,2,91,month,2023-09-01,2023-09-01
uzbekistan,fixed,median,2023-10,54.53,55.22,7,2,91,month,2023-10-01,2023-10-01
uzbekistan,fixed,median,2023-11,55.45,56.56,9,2,90,month,2023-11-01,2023-11-01
uzbekistan,fixed,median,2023-12,55.48,59.29,10,2,90,month,2023-12-01,2023-12-01
uzbekistan,fixed,median,2024-01,59.36,53.72,9,2,89,month,2024-01-01,2024-01-01
uzbekistan,fixed,median,2024-02,66.38,61.57,10,2,82,month,2024-02-01,2024-02-01
uzbekistan,fixed,median,2024-03,62.75,59.67,10,2,90,month,2024-03-01,2024-03-01
uzbekistan,fixed,median,2024-04,64.5,58.23,10,2,89,month,2024-04-01,2024-04-01
uzbekistan,fixed,median,2024-05,64.85,60.65,9,2,90,month,2024-05-01,2024-05-01
uzbekistan,fixed,median,2024-06,65.42,62.17,9,2,83,rolling_quarter,2024-04-01,2024-06-01
uzbekistan,fixed,median,2024-07,66.77,64.09,9,2,82,rolling_quarter,2024-05-01,2024-07-01
uzbekistan,fixed,median,2024-08,69.37,66.84,8,2,80,rolling_quarter,2024-06-01,2024-08-01
uzbekistan,fixed,median,2024-09,72.99,70.17,8,2,75,rolling_quarter,2024-07-01,2024-09-01
uzbekistan,fixed,median,2024-10,76.12,74.28,8,2,74,rolling_quarter,2024-08-01,2024-10-01
uzbekistan,fixed,median,2024-11,79.06,77.51,8,2,73,rolling_quarter,2024-09-01,2024-11-01
uzbekistan,fixed,median,2024-12,80.84,78.99,8,2,74,rolling_quarter,2024-10-01,2024-12-01
uzbekistan,fixed,median,2025-01,81.42,79.79,9,2,75,rolling_quarter,2024-11-01,2025-01-01
uzbekistan,fixed,median,2025-02,80.16,80.76,9,2,79,rolling_quarter,2024-12-01,2025-02-01
uzbekistan,fixed,median,2025-03,82.76,82.26,9,2,79,rolling_quarter,2025-01-01,2025-03-01
uzbekistan,fixed,median,2025-04,83.61,84.13,9,2,76,rolling_quarter,2025-02-01,2025-04-01
uzbekistan,fixed,median,2025-07,88.41,86.18,9,2,72,rolling_quarter,2025-05-01,2025-07-01
uzbekistan,fixed,median,2025-08,87.09,85.05,9,2,73,rolling_quarter,2025-06-01,2025-08-01
uzbekistan,fixed,median,2025-09,88.03,87.01,9,2,72,rolling_quarter,2025-07-01,2025-09-01
uzbekistan,fixed,median,2025-10,89.25,88.67,8,2,74,rolling_quarter,2025-08-01,2025-10-01
uzbekistan,fixed,median,2025-11,90.29,89.91,8,2,77,rolling_quarter,2025-09-01,2025-11-01
uzbekistan,fixed,median,2025-12,90.97,90.97,8,2,81,rolling_quarter,2025-10-01,2025-12-01
uzbekistan,fixed,median,2026-01,91.81,92.13,9,2,75,rolling_quarter,2025-11-01,2026-01-01
uzbekistan,fixed,median,2026-02,92.82,93.07,9,2,76,rolling_quarter,2025-12-01,2026-02-01
uzbekistan,fixed,median,2026-03,93.35,93.41,9,2,75,rolling_quarter,2026-01-01,2026-03-01
uzbekistan,fixed,median,2026-04,93.84,93.7,9,2,75,rolling_quarter,2026-02-01,2026-04-01
uzbekistan,fixed,median,2026-05,93.98,93.78,9,2,76,rolling_quarter,2026-03-01,2026-05-01
uzbekistan,fixed,median,2026-06,94.14,93.92,9,2,74,rolling_quarter,2026-04-01,2026-06-01
uzbekistan,fixed,median,2026-07,94.23,93.95,9,2,76,rolling_quarter,2026-05-01,2026-07-01
uzbekistan,mobile,mean,2023-06,45.26,14.81,29,29,82,month,2023-06-01,2023-06-01
uzbekistan,mobile,mean,2023-07,40.57,14.46,30,28,90,month,2023-07-01,2023-07-01
uzbekistan,mobile,mean,2023-08,43.81,16.03,28,29,88,month,2023-08-01,2023-08-01
uzbekistan,mobile,mean,2023-09,47.18,16.14,29,29,86,month,2023-09-01,2023-09-01
uzbekistan,mobile,mean,2023-10,56.48,16.2,28,29,79,month,2023-10-01,2023-10-01
uzbekistan,mobile,mean,2023-11,59.87,16.77,28,28,76,month,2023-11-01,2023-11-01
uzbekistan,mobile,mean,2023-12,60.53,16.5,29,29,78,month,2023-12-01,2023-12-01
uzbekistan,mobile,mean,2024-01,65.9,15.69,29,26,73,month,2024-01-01,2024-01-01
uzbekistan,mobile,mean,2024-02,62.39,15.3,27,26,78,month,2024-02-01,2024-02-01
uzbekistan,mobile,mean,2024-03,62.04,15.76,28,25,76,month,2024-03-01,2024-03-01
uzbekistan,mobile,mean,2024-04,64.41,15.84,28,23,77,month,2024-04-01,2024-04-01
uzbekistan,mobile,mean,2024-05,61.54,15.25,28,25,82,month,2024-05-01,2024-05-01
uzbekistan,mobile,mean,2024-06,63.62,15.74,28,24,67,rolling_quarter,2024-04-01,2024-06-01
uzbekistan,mobile,mean,2024-07,68.38,16.37,27,25,67,rolling_quarter,2024-05-01,2024-07-01
uzbekistan,mobile,mean,2024-08,79.31,17.81,27,24,61,rolling_quarter,2024-06-01,2024-08-01
uzbekistan,mobile,mean,2024-09,85.86,18.5,27,23,61,rolling_quarter,2024-07-01,2024-09-01
uzbekistan,mobile,mean,2024-10,85.78,18.56,27,24,63,rolling_quarter,2024-08-01,2024-10-01
uzbekistan,mobile,mean,2024-11,84.07,18.19,27,25,65,rolling_quarter,2024-09-01,2024-11-01
uzbekistan,mobile,mean,2024-12,83.4,17.81,27,25,64,rolling_quarter,2024-10-01,2024-12-01
uzbekistan,mobile,mean,2025-01,112.75,20.02,26,24,59,rolling_quarter,2024-11-01,2025-01-01
uzbekistan,mobile,mean,2025-02,110.49,20.02,26,23,64,rolling_quarter,2024-12-01,2025-02-01
uzbekistan,mobile,mean,2025-03,112.23,20.61,26,22,59,rolling_quarter,2025-01-01,2025-03-01
uzbekistan,mobile,mean,2025-04,112.51,20.48,26,21,62,rolling_quarter,2025-02-01,2025-04-01
uzbekistan,mobile,mean,2025-07,116.22,20.66,25,20,61,rolling_quarter,2025-05-01,2025-07-01
uzbekistan,mobile,mean,2025-08,115.37,20.74,25,19,59,rolling_quarter,2025-06-01,2025-08-01
uzbekistan,mobile,mean,2025-09,116.07,20.86,25,19,64,rolling_quarter,2025-07-01,2025-09-01
uzbekistan,mobile,mean,2025-10,117.0,20.97,25,20,62,rolling_quarter,2025-08-01,2025-10-01
uzbekistan,mobile,mean,2025-11,115.73,20.77,25,20,63,rolling_quarter,2025-09-01,2025-11-01
uzbekistan,mobile,mean,2025-12,114.62,20.68,25,20,66,rolling_quarter,2025-10-01,2025-12-01
uzbekistan,mobile,mean,2026-01,115.28,20.62,25,20,66,rolling_quarter,2025-11-01,2026-01-01
uzbekistan,mobile,mean,2026-02,113.66,20.35,25,19,68,rolling_quarter,2025-12-01,2026-02-01
uzbekistan,mobile,mean,2026-03,116.69,20.46,24,19,69,rolling_quarter,2026-01-01,2026-03-01
uzbekistan,mobile,mean,2026-04,118.29,20.4,24,19,66,rolling_quarter,2026-02-01,2026-04-01
uzbekistan,mobile,mean,2026-05,121.49,20.15,25,19,69,rolling_quarter,2026-03-01,2026-05-01
uzbekistan,mobile,mean,2026-06,122.86,19.58,25,19,66,rolling_quarter,2026-04-01,2026-06-01
uzbekistan,mobile,mean,2026-07,125.27,19.46,25,20,70,rolling_quarter,2026-05-01,2026-07-01
uzbekistan,mobile,median,2023-06,20.95,10.79,24,9,107,month,2023-06-01,2023-06-01
uzbekistan,mobile,median,2023-07,20.33,10.29,24,9,112,month,2023-07-01,2023-07-01
uzbekistan,mobile,median,2023-08,23.25,12.16,24,9,101,month,2023-08-01,2023-08-01
uzbekistan,mobile,median,2023-09,23.63,12.6,23,9,100,month,2023-09-01,2023-09-01
uzbekistan,mobile,median,2023-10,23.69,12.06,23,9,100,month,2023-10-01,2023-10-01
uzbekistan,mobile,median,2023-11,24.7,12.66,24,9,99,month,2023-11-01,2023-11-01
uzbekistan,mobile,median,2023-12,25.2,12.46,24,9,95,month,2023-12-01,2023-12-01
uzbekistan,mobile,median,2024-01,26.97,11.25,24,9,91,month,2024-01-01,2024-01-01
uzbekistan,mobile,median,2024-02,26.24,11.08,24,9,94,month,2024-02-01,2024-02-01
uzbekistan,mobile,median,2024-03,28.25,11.79,24,9,93,month,2024-03-01,2024-03-01
uzbekistan,mobile,median,2024-04,29.93,12.04,23,9,88,month,2024-04-01,2024-04-01
uzbekistan,mobile,median,2024-05,29.5,11.4,23,9,89,month,2024-05-01,2024-05-01
uzbekistan,mobile,median,2024-06,30.34,12.09,23,9,77,rolling_quarter,2024-04-01,2024-06-01
uzbekistan,mobile,median,2024-07,32.01,12.62,23,9,74,rolling_quarter,2024-05-01,2024-07-01
uzbekistan,mobile,median,2024-08,36.19,14.05,23,9,71,rolling_quarter,2024-06-01,2024-08-01
uzbekistan,mobile,median,2024-09,38.96,14.76,23,9,68,rolling_quarter,2024-07-01,2024-09-01
uzbekistan,mobile,median,2024-10,38.97,14.93,23,9,72,rolling_quarter,2024-08-01,2024-10-01
uzbekistan,mobile,median,2024-11,37.82,14.46,23,9,73,rolling_quarter,2024-09-01,2024-11-01
uzbekistan,mobile,median,2024-12,37.03,14.06,23,9,73,rolling_quarter,2024-10-01,2024-12-01
uzbekistan,mobile,median,2025-01,50.9,16.09,22,9,68,rolling_quarter,2024-11-01,2025-01-01
uzbekistan,mobile,median,2025-02,49.79,16.19,22,9,70,rolling_quarter,2024-12-01,2025-02-01
uzbekistan,mobile,median,2025-03,51.8,16.65,22,8,71,rolling_quarter,2025-01-01,2025-03-01
uzbekistan,mobile,median,2025-04,53.33,16.47,22,8,72,rolling_quarter,2025-02-01,2025-04-01
uzbekistan,mobile,median,2025-07,54.74,16.54,22,7,74,rolling_quarter,2025-05-01,2025-07-01
uzbekistan,mobile,median,2025-08,56.16,16.62,21,7,72,rolling_quarter,2025-06-01,2025-08-01
uzbekistan,mobile,median,2025-09,56.34,16.77,21,7,72,rolling_quarter,2025-07-01,2025-09-01
uzbekistan,mobile,median,2025-10,56.71,16.8,21,7,72,rolling_quarter,2025-08-01,2025-10-01
uzbekistan,mobile,median,2025-11,54.27,16.71,21,7,70,rolling_quarter,2025-09-01,2025-11-01
uzbekistan,mobile,median,2025-12,52.84,16.56,21,7,73,rolling_quarter,2025-10-01,2025-12-01
uzbekistan,mobile,median,2026-01,52.47,16.35,21,7,76,rolling_quarter,2025-11-01,2026-01-01
uzbekistan,mobile,median,2026-02,52.49,16.0,21,7,77,rolling_quarter,2025-12-01,2026-02-01
uzbekistan,mobile,median,2026-03,55.19,16.04,20,7,77,rolling_quarter,2026-01-01,2026-03-01
uzbekistan,mobile,median,2026-04,57.77,16.03,20,7,76,rolling_quarter,2026-02-01,2026-04-01
uzbekistan,mobile,median,2026-05,61.03,15.66,20,7,77,rolling_quarter,2026-03-01,2026-05-01
